id,date,text,retweet_count,lang,class,label
1230662169357766658,Fri Feb 21 01:15:00 +0000 2020,RT @OH_mes2: There are now 156 cases of Coronavirus in Korea,7691,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1230728906367352832,Fri Feb 21 05:40:11 +0000 2020,RT @bylenasun: NEW: The 14 Americans who were infected with coronavirus were flown home from Diamond Princess this week to U.S. against the…,3958,en,"[0.         0.         0.28764569 0.         0.71235431 0.
 0.         0.        ]",disgust
1230868203959652354,Fri Feb 21 14:53:42 +0000 2020,"Coronavirus/gaming: distractions, transactions https://t.co/jjWjAbTRqm",1,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1230643521864028160,Fri Feb 21 00:00:54 +0000 2020,RT @W7VOA: #Coronavirus cruise ship alert issued by @StateDept.,47,en,[0. 1. 0. 0. 0. 0. 0. 0.],anticipation
1230983780376047616,Fri Feb 21 22:32:58 +0000 2020,"“At least 2/3 of cases in travellers from China to other countries have likely been missed.”
Prof Neil Ferguson, Imperial College London
#coronavirus #COVIDー19 #COVID19",3,en,"[0.         0.         0.         0.13409415 0.         0.86590585
 0.         0.        ]",fear
1230930283073089539,Fri Feb 21 19:00:23 +0000 2020,RT @russian_market: 16 new cases in Italy  https://t.co/F0xfMcUoca https://t.co/O1FObdFLxz,37,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1230809721428312066,Fri Feb 21 11:01:19 +0000 2020,"Coronavirus reignites talk of US-China decoupling, EU firms consider their place in China, while tech war rumbles on. New edition of our podcast featuring @xinzhou @RFDelaney @Wendy_Wu_SCMP and @Jay_Watt on the wheels of steel 🎧📻🎙️

https://t.co/uzOYERCvSS",3,en,"[0.         0.27202473 0.         0.72797527 0.         0.
 0.         0.        ]",anticipation
1230978455904407553,Fri Feb 21 22:11:49 +0000 2020,RT @bylenasun: NEW: The 14 Americans who were infected with coronavirus were flown home from Diamond Princess this week to U.S. against the…,3958,en,"[0.         0.         0.28764569 0.         0.71235431 0.
 0.         0.        ]",disgust
1230872707618811907,Fri Feb 21 15:11:36 +0000 2020,RT @nycsouthpaw: Think of all the hay 2014 Trump would have made of this 2020 Trump administration decision. https://t.co/XrWd9VBNjM,73,en,[0. 0. 0. 0. 0. 0. 1. 0.],surprise
1230712063149760512,Fri Feb 21 04:33:16 +0000 2020,RT @OH_mes2: There are now 156 cases of Coronavirus in Korea,7691,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1230895513911906304,Fri Feb 21 16:42:14 +0000 2020,"PROOF! Coronavirus Is Caused by Bill Gates, Prince Philip, Oprah, &amp; Other Billionaires! (Trunews) https://t.co/X321xWa5XZ",2,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1230754601193721856,Fri Feb 21 07:22:17 +0000 2020,RT @9699net: THE PROTEST TOMORROW IS CANCELLED but its fine as long as its for the safety of everyone. the coronavirus is really spreading…,1229,en,"[0.         0.81832298 0.         0.         0.         0.18167702
 0.         0.        ]",anticipation
1230872545374744576,Fri Feb 21 15:10:57 +0000 2020,What a Party in Japan May Tell Us About the Coronavirus’s Spread https://t.co/OXyX9HjImL,1,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1230801471848865793,Fri Feb 21 10:28:32 +0000 2020,RT @spectatorindex: BREAKING: Iran announces 13 new cases of coronavirus,838,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1230937152973922309,Fri Feb 21 19:27:41 +0000 2020,RT @BNODesk: UPDATE: California reports 1 new case of coronavirus in traveler who had self-quarantined since returning from China https://t…,208,en,"[0.         0.         0.         0.74666667 0.         0.25333333
 0.         0.        ]",fear
1230680583904296965,Fri Feb 21 02:28:10 +0000 2020,RT @RonaldKlain: Is anyone in charge of this response?  How can the State Department do something over the objection of the CDC?  Who decid…,1237,en,[1. 0. 0. 0. 0. 0. 0. 0.],anger
1230985785895268353,Fri Feb 21 22:40:56 +0000 2020,RT @o_rips: 7 NWO Agendas Accompanying the Coronavirus Outbreak https://t.co/Sv9cpjoCNu,26,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1230874775423213568,Fri Feb 21 15:19:49 +0000 2020,RT @DrJenGunter: Advice from @WHO on face masks — only if caring for someone with #coronavirus https://t.co/NWLhKAd7bd,57,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
