id,date,text,retweet_count,lang,class,label
1253757615395475461,Fri Apr 24 18:48:03 +0000 2020,These mask irritate my skin,0,en,[1. 0. 0. 0. 0. 0. 0. 0.],anger
1253765827905683460,Fri Apr 24 19:20:41 +0000 2020,"RT @RealCandaceO: What is happening now in America has major implications for the future. For the last 4 years, there has been something of…",8238,en,[0. 1. 0. 0. 0. 0. 0. 0.],anticipation
1253760795625676802,Fri Apr 24 19:00:42 +0000 2020,"RT @vijaita: MHA amends revised guidelines issued on April 15, says registered shops in residential and market complexes, except in malls c…",133,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1253701114438000640,Fri Apr 24 15:03:32 +0000 2020,RT @realDonaldTrump: Great conversation with President Lenin Moreno of the Republic of Ecuador. We will be sending them desperately needed…,16214,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1253717738519965699,Fri Apr 24 16:09:36 +0000 2020,"RT @newsofM: This type of modern life
Is it for me
This type of modern life
Is it for free
#StayHome #StaySafe https://t.co/HZiDepTPgI",5,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1253510881511723008,Fri Apr 24 02:27:37 +0000 2020,RT @thehill: Warren unveils massive nationwide plan for contact tracing to prevent coronavirus spread https://t.co/Uvdz1rJlYy https://t.co/…,587,en,"[0.         0.82014388 0.         0.17985612 0.         0.
 0.         0.        ]",anticipation
1253600252805943297,Fri Apr 24 08:22:45 +0000 2020,"#Gravitas #Coronavirus #CoronavirusPandemic
Gravitas: Has China silenced this citizen journalist? | Coronavirus https://t.co/fQf7fYCyZl via @YouTube",0,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1253749804963893263,Fri Apr 24 18:17:01 +0000 2020,"RT @kdhnews: NEW YORK (AP) — Federal prosecutors charged a New York retailer Friday with hoarding tons of disposable masks, surgical gowns…",1,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1253670193735360513,Fri Apr 24 13:00:40 +0000 2020,"RT @RealCandaceO: What is happening now in America has major implications for the future. For the last 4 years, there has been something of…",8239,en,[0. 1. 0. 0. 0. 0. 0. 0.],anticipation
1253558178949656577,Fri Apr 24 05:35:34 +0000 2020,RT @elamin88: This essay is as stunning as people have said. It’s an incredible thing. https://t.co/wSlEh238Yv,272,en,[0. 0. 0. 0. 0. 0. 1. 0.],surprise
