id,date,text,retweet_count,lang,class,label
1241758750412812289,Sun Mar 22 16:08:51 +0000 2020,"RT @fema: ⚠ Due to the large amount of speculation regarding #COVID19, this is a reminder to rely on OFFICIAL sources for accurate informat…",5437,en,"[0.         0.         0.         0.05858855 0.         0.08322237
 0.         0.85818908]",fear
1241529515827961857,Sun Mar 22 00:57:57 +0000 2020,RT @cupofjolie: Music Industry ppl listen up 🗣⁦@iampaulcampbell⁩ ⁦@PasqualeRotella⁩ ⁦@ColomaColoma⁩  https://t.co/WWXdP3vCuG,2,en,"[0.         0.         0.         0.         0.97074954 0.02925046
 0.         0.        ]",joy
1241800067884953600,Sun Mar 22 18:53:02 +0000 2020,"RT @wongtafuk: @realDonaldTrump Here is the fact check for you DonDon, since you have been trying to cover up this #COVID19 months ago, to…",578,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241699028330590211,Sun Mar 22 12:11:32 +0000 2020,RT @vaitor: Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 t…,86967,en,[0. 1. 0. 0. 0. 0. 0. 0.],anticipation
1241708775054213120,Sun Mar 22 12:50:16 +0000 2020,"RT @farhanmohamed: They’re playing beer pong. I can’t. I just. I can’t. #COVIDIOTS 

#COVIDVancouver #vancouver #covid19 https://t.co/lPl13…",203,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1241859880945766401,Sun Mar 22 22:50:42 +0000 2020,"RT @EWagmeister: Variety has published a report, citing the local newspaper that broke the news. None of #HarveyWeinstein's reps have confi…",255,en,"[0.        0.        0.        0.        0.2528363 0.        0.7471637
 0.       ]",joy
1241776114445549568,Sun Mar 22 17:17:51 +0000 2020,RT @SMHopkins: The UK expert advisory group #nervtag have reviewed when an FFP2/3 face mask should be worn. - this is during aerosol genera…,34,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241643253977559042,Sun Mar 22 08:29:55 +0000 2020,RT @Seana_Davis: NEW: Twitter are working to verify accounts of epidemiologists who provide updates on the #CoronavirusPandemic.,1,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241730450579742727,Sun Mar 22 14:16:24 +0000 2020,"RT @Ali4omNY: End inhumane cruel sanctions on #Iran
We are ALL human first.
#coronavirus https://t.co/0MIHqWSKRd",10,en,"[0.03458959 0.         0.03495465 0.88413857 0.         0.02779032
 0.         0.01852688]",anger
1241790004885467137,Sun Mar 22 18:13:03 +0000 2020,"RT @strangeharbors: THREAD: I mostly talk about movies on here, but here goes. We are currently pivoting our factory to solely make surgica…",76970,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241609249463185408,Sun Mar 22 06:14:47 +0000 2020,RT @EdselSalvana: Please don't take hydroxychloroquine (Plaquenil) plus Azithromycin for #COVID19 UNLESS your doctor prescribes it. Both dr…,69877,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241669638972301313,Sun Mar 22 10:14:45 +0000 2020,"RT @KySportsRadio: Look at the difference between how the Kentucky Governor and Tennessee Governor handled the Coronavirus

And look at the…",12946,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241783999380455427,Sun Mar 22 17:49:11 +0000 2020,"RT @NCDCgov: Three new cases of #COVID19 have been confirmed in Lagos, Nigeria

2 cases are returning travellers and 1 is a contact of a co…",6664,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1241523538583945216,Sun Mar 22 00:34:12 +0000 2020,"RT @BSULibrary: Hollie, one of our library assistants, created a spreadsheet of vendors &amp; publishers that have free access to their collect…",10,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1241640397756960768,Sun Mar 22 08:18:34 +0000 2020,"RT @MonteBovill: #BREAKING: There are now 22 confirmed #coronavirus cases in Tasmania, with another 5 confirmed today #covid19tas",30,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1241738159433699328,Sun Mar 22 14:47:02 +0000 2020,"RT @fema: ⚠ Due to the large amount of speculation regarding #COVID19, this is a reminder to rely on OFFICIAL sources for accurate informat…",5436,en,"[0.         0.         0.         0.05858855 0.         0.08322237
 0.         0.85818908]",fear
1241800362899595264,Sun Mar 22 18:54:12 +0000 2020,RT @vloneahmed: guys should I get COVID-19 or wait till COVID-20 comes out?,3,en,[0. 1. 0. 0. 0. 0. 0. 0.],anticipation
1241579616583782400,Sun Mar 22 04:17:02 +0000 2020,RT @HeerJeet: Keep an eye on this. If this becomes the new Fox News conventional wisdom -- that coronavirus is overstated and we should wea…,346,en,"[0.         0.         0.         0.         0.28337875 0.
 0.         0.71662125]",joy
1241538528863031298,Sun Mar 22 01:33:46 +0000 2020,"RT @AmyMek: Enrichment: Mall in Paris, France...

The day after Chinese coronavirus containment measures were issued in France, Dozens stor…",487,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241620213977583616,Sun Mar 22 06:58:21 +0000 2020,RT @yurisndika: andrea dian positif covid-19 :'( https://t.co/xyEYMbQlk8,3867,en,[0. 0. 0. 0. 0. 1. 0. 0.],sadness
1241713667881779201,Sun Mar 22 13:09:43 +0000 2020,RT @loyisogola: Guys the president must come on TV and speak passionately about the issue. This language you guys are using is not  connect…,35,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241689860064391168,Sun Mar 22 11:35:06 +0000 2020,"UPDATE: 

Zambia records 3rd case of Corona virus. 59 year old man returning from Pakistan on 20th March.

#Covid19Zambia #CoronaVirus",6,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1241722266842513408,Sun Mar 22 13:43:53 +0000 2020,"RT @YossiGestetner: THREAD: Fri Jan 31, 2020, a few weeks before #Coronavirus has officially spread to other countries (which led to the ba…",6467,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1241647450680524800,Sun Mar 22 08:46:35 +0000 2020,"@PawarSpeaks @PMOIndia @nsitharamanoffc @ianuragthakur @theicai This is also much needed. 
Valuable input sir...!!!!

#CoronaUpdatesInIndia #coronavirus #CoronavirusPandemic",0,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241690469282783232,Sun Mar 22 11:37:32 +0000 2020,RT @maggi_morrison: The new normal. Virtual SCDI Policy Committee Meeting on response to #coronavirus yesterday. Thanks to @SCDIceo @Lancas…,5,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1241726168937660416,Sun Mar 22 13:59:23 +0000 2020,RT @EdselSalvana: Please don't take hydroxychloroquine (Plaquenil) plus Azithromycin for #COVID19 UNLESS your doctor prescribes it. Both dr…,69893,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
