id,date,text,retweet_count,lang,class,label
1223402111590981632,Sat Feb 01 00:26:07 +0000 2020,RT @marceldirsus: This is an absolute nightmare https://t.co/BpcC9CGtwh,44,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223597697766002690,Sat Feb 01 13:23:19 +0000 2020,RT @magister_ella: #OUSTLENI2020 is more probable than you catching the corona virus.,104,en,[0. 0. 0. 0. 0. 0. 1. 0.],surprise
1223563576536748032,Sat Feb 01 11:07:44 +0000 2020,RT @NetworksManager: Apparently this story is legit...Many villages and cities in China are using drones equipped with speakers so they don…,91,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223743319429259264,Sat Feb 01 23:01:58 +0000 2020,fuckfuckfuck there’s a suspected case of the corona virus in nyc,0,en,"[0.         0.         0.         0.72792363 0.         0.27207637
 0.         0.        ]",fear
1223607627172573184,Sat Feb 01 14:02:46 +0000 2020,"RT @KKMPutrajaya: Dear all, 

We have created a dedicated URL for 2019-nCOV in Malaysia. This is the official MOH site. Get your reliable i…",4315,en,"[0.         0.         0.         0.         0.17235189 0.
 0.         0.82764811]",joy
1223585032478117889,Sat Feb 01 12:32:59 +0000 2020,"US Embassy and Consulates scaling back staff in China, sending home non-essential personnel https://t.co/57hR0rtfKP @PenguinSix",7,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223747863164776448,Sat Feb 01 23:20:01 +0000 2020,RT @BelindaJones68: The advice @ScottMorrisonMP was 'incorrect' says @JoshFrydenberg and evacuees from Wuhan will NOT be charged by the Aus…,136,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223419919909429248,Sat Feb 01 01:36:53 +0000 2020,RT @TheLancet: NEW #coronavirus research: Modelling study estimates potential domestic and international spread of the 2019-nCoV outbreak o…,489,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223528340994379776,Sat Feb 01 08:47:43 +0000 2020,This would freak me out! https://t.co/yNnL1qSU56,0,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223632695688941568,Sat Feb 01 15:42:23 +0000 2020,"""Two cases of #coronavirus confirmed in the UK""
#SaturdayMorning  https://t.co/D3MAIZZOQj",0,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223429172262891520,Sat Feb 01 02:13:39 +0000 2020,RT @HelenBranswell: 1. @CDCgov says all 195 passengers evacuated from CHina will be quarantined for 14 days. #2019nCoV,208,en,"[0.         0.27478043 0.         0.72521957 0.         0.
 0.         0.        ]",anticipation
1223555635234476033,Sat Feb 01 10:36:10 +0000 2020,"RT @1TVNewsAF: Afghanistan's exports to China through air corridor suspended due to coronavirus, official tells 1TV",3,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223434108082085890,Sat Feb 01 02:33:16 +0000 2020,"RT @OH_mes2: Coronavirus in South Korea

12 cases at the moment

#1-5 all came from Wuhan
#6 received virus from #3, 2nd degree transmissio…",7341,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223448949043806208,Sat Feb 01 03:32:14 +0000 2020,RT @fondoflinux: Dr. @ARanganathan72  might explain. https://t.co/zfOynizRJ6,114,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223403236020764674,Sat Feb 01 00:30:35 +0000 2020,RT @kuyaaisko: See? Russia is a close ally of China too (if we can really call China our ally 🥴) but they chose to prioritize their citizen…,11569,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223670668547383296,Sat Feb 01 18:13:16 +0000 2020,"""Hajdu said Health Canada maintains there is no evidence that the virus can be transmitted by people who are asymptomatic.""

Hajdu is incorrect. The risk of transmission from an asymptomatic infected individual is low, but not zero.

#Coronavirus #cdnpoli
https://t.co/E1LBAsMOeP",5,en,"[0.         0.04280609 0.04569439 0.87498843 0.03651108 0.
 0.         0.        ]",anticipation
1223448360318726144,Sat Feb 01 03:29:54 +0000 2020,"RT @OH_mes2: Coronavirus in South Korea

12 cases at the moment

#1-5 all came from Wuhan
#6 received virus from #3, 2nd degree transmissio…",7341,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223622747441582081,Sat Feb 01 15:02:51 +0000 2020,"RT @AyazLatifPalijo: I have just contacted President sb,Fed Ministers Qureshi sb, Fawad sb, Zaidi sb, Wauda sb, Mazari sba, Afridi sb &amp; Gov…",35,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223418310194167808,Sat Feb 01 01:30:29 +0000 2020,RT @SALADIN12608488: Singapore Govt is a practical Government! They work to take care of its people's welfare and safety! Di sini terbalek!…,1,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223675871023656961,Sat Feb 01 18:33:57 +0000 2020,RT @M_Raj03: If you are an indian we will get you home from anywhere . 👍👏#fellowindians #backhome,4509,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223516126820175874,Sat Feb 01 07:59:11 +0000 2020,"RT @KKMPutrajaya: Dear all, 

We have created a dedicated URL for 2019-nCOV in Malaysia. This is the official MOH site. Get your reliable i…",4315,en,"[0.         0.         0.         0.         0.17235189 0.
 0.         0.82764811]",joy
1223468410442416128,Sat Feb 01 04:49:34 +0000 2020,RT @jessvanvonderen: And @Qantas has just announced it will suspend mainland China services from 9 February. No change to services between…,3,en,"[0.        0.        0.        0.2234763 0.7765237 0.        0.
 0.       ]",fear
1223679958364643329,Sat Feb 01 18:50:11 +0000 2020,"RT @2019_wuhan_nCoV: BREAKING: First case of #coronavirus in Massachusetts, raising the U.S total to 8 cases.",12,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223619433308000257,Sat Feb 01 14:49:41 +0000 2020,RT @amyyqin: Day 10 of the lockdown in Wuhan. Instructions for residents on how to stop the spread of the coronavirus blare out over loudsp…,3308,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223482003162423300,Sat Feb 01 05:43:35 +0000 2020,"RT @TheFunSizeGuy: Taking ""Raining Cats and Dogs"" to a whole new level of wokeness.

And.... wtf China....",262,en,"[0.         0.         0.         0.         0.         0.26461039
 0.         0.73538961]",sadness
1223600413791965186,Sat Feb 01 13:34:06 +0000 2020,"I keep tellin' @maxbrooksauthor it's a clear plagiarism of World War Z (the great book, not the mediocre movie). https://t.co/FQGrg03sYi",0,en,"[0.        0.        0.2890566 0.7109434 0.        0.        0.
 0.       ]",disgust
1223497612545773568,Sat Feb 01 06:45:36 +0000 2020,RT @DrEricDing: A graph is worth a thousand letters. #coronavirus. Source: NYTimes https://t.co/M1K9e6Kgz6 https://t.co/evgM2UHf3U,2605,en,[0. 1. 0. 0. 0. 0. 0. 0.],anticipation
1223636977049907200,Sat Feb 01 15:59:24 +0000 2020,"RT @kevoshewrote: yeah, keep that “not available in your region” energy.",3500,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
