id,date,text,retweet_count,lang,class,label
1249545777719861248,Mon Apr 13 03:51:43 +0000 2020,RT @Yaqiu: .@WHO head @DrTedros  accused the Taiwan govt -- without providing any evidence - of driving a racist campaign against him. Can…,338,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1249724380428435456,Mon Apr 13 15:41:25 +0000 2020,"RT @hellokatepayne: Another meat processing plant in #Iowa goes idle after workers test positive for COVID-19 via @AP 

https://t.co/YPaUgM…",17,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1249839082143768576,Mon Apr 13 23:17:12 +0000 2020,"RT @thadworld: ᴘ ᴏ ᴅ ᴄ ᴀ s ᴛ ᴛ ᴇ ᴀ s ᴇ ʀ  @bfm22 !!! #repost
Video Podcast
“FACTS” Video Podcast via Zoom #bfmfactspodcast 
Join @BrianFras…",1,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1249787434767974400,Mon Apr 13 19:51:59 +0000 2020,"Indeed
#TadrosLiedPeopleDied
#WHOLiedPeopleDied
Aaaaannndd
#TrudeauLiedCanadiansDied
Act surprised.
#COVID2019 #COVID19 #coronavirus 
#cdnpoli #cdnmedia #onpoli #bcpoli https://t.co/s0d2QHhThj",0,en,"[0.         0.         0.         0.92846387 0.         0.
 0.07153613 0.        ]",fear
1249533234138005505,Mon Apr 13 03:01:52 +0000 2020,RT @TimRunsHisMouth: In today's NOT SHOCKING AT ALL NEWS: The Chinese government is blocking research into and the publication of the origi…,320,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1249635638326034438,Mon Apr 13 09:48:47 +0000 2020,Don't be fooled: Britain's coronavirus bailout will make the rich richer still | Christine Berry https://t.co/fRqchsk0Dp,0,en,[0. 0. 1. 0. 0. 0. 0. 0.],disgust
1249832000388763651,Mon Apr 13 22:49:04 +0000 2020,"RT @brithume: Dr. Fauci says at today’s WH Covid 19 briefing that the first and only time he recommended strong mitigation, the president a…",6306,en,"[0.        0.2411215 0.        0.        0.        0.        0.
 0.7588785]",anticipation
1249704734698635266,Mon Apr 13 14:23:21 +0000 2020,"RT @KatiePhang: “Crozier showed the email to a handful of the most senior officers on the ship. They told him they wanted to sign it, too.…",5204,en,"[0.         0.28497024 0.         0.         0.         0.
 0.         0.71502976]",anticipation
1249800679255916545,Mon Apr 13 20:44:36 +0000 2020,Nothing will ever be done about any of this. all dems are above the law. https://t.co/2YuWvnjogf,0,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1249723438232522752,Mon Apr 13 15:37:41 +0000 2020,RT @EFF: Here are the three questions EFF asks of all new surveillance powers during the COVID-19 crisis: https://t.co/Qwc1cZWIW7,29,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1249757531058180098,Mon Apr 13 17:53:09 +0000 2020,"@chuckwoolery And the words mask, ventilator, PPE, granular, models, social distancing, beds. The use of neck scarves.",0,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1249744994795008000,Mon Apr 13 17:03:20 +0000 2020,RT @toriross22: Explain this to me...why are people driving in their car by themselves with a mask on?😅,10,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1249724487412506624,Mon Apr 13 15:41:51 +0000 2020,"RT @GordonGChang: Many say ""we have to cooperate with #China"" on the #coronavirus. How exactly do we work with a regime that just committed…",3784,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1249704919029837825,Mon Apr 13 14:24:05 +0000 2020,GARBAGE https://t.co/lhyTiFONJA,0,en,[0. 0. 1. 0. 0. 0. 0. 0.],disgust
1249606030071402496,Mon Apr 13 07:51:08 +0000 2020,"How microchips are been implanted on people's body with 5G powered.  #WORLDNEWSTVLIVE

WATCH VIDEO ON OUR YOUTUBE CHANNEL https://t.co/Ft5ghRQfEZ

#coronavirus #5GCoronavirus #chips #usaCoronavirus #china #TrendingNow https://t.co/QLvm73uvJZ",0,en,"[0.         0.73558368 0.         0.26441632 0.         0.
 0.         0.        ]",anticipation
1249831231186853888,Mon Apr 13 22:46:00 +0000 2020,"RT @Sophiemcneill: ""Coronavirus testing has resumed in the #Gaza Strip after Israel allowed five testing kits purchased by the World Health…",64,en,"[0.         0.         0.         0.96292745 0.02719757 0.00987498
 0.         0.        ]",fear
